AÑO,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,ESTRATO,P204,P207,P208A
2023,017738,002,11,02,140201,4,1,2,63
2023,017738,002,11,03,140201,4,1,1,44
2023,017738,002,11,04,140201,4,1,2,41
2023,017738,002,11,05,140201,4,1,2,8
2023,017738,019,11,01,140201,4,1,2,70
2023,017738,053,11,01,140201,4,1,2,81
2023,017738,070,11,01,140201,4,1,1,68
2023,017738,088,11,01,140201,4,1,2,72
2023,017738,088,11,02,140201,4,1,1,49
2023,017738,088,11,03,140201,4,1,2,49
2023,017738,105,11,01,140201,4,1,1,20
2023,017739,063,11,01,140305,5,1,2,83
2023,017739,063,11,02,140305,5,1,1,53
2023,017739,063,11,03,140305,5,1,2,57
2023,017739,063,11,04,140305,5,1,2,21
2023,017739,086,11,01,140305,5,1,1,32
2023,017739,086,11,02,140305,5,1,2,24
2023,017739,110,11,01,140305,5,1,1,62
2023,017739,110,11,02,140305,5,1,2,61
2023,017739,110,11,03,140305,5,1,2,38
2023,017739,132,11,01,140305,5,1,1,44
2023,017739,132,11,02,140305,5,1,2,45
2023,017739,132,11,03,140305,5,1,1,12
2023,017739,155,11,01,140305,5,1,1,52
2023,017739,155,11,02,140305,5,1,2,53
2023,017739,155,11,03,140305,5,1,1,20
2023,017739,177,13,01,140305,5,1,1,55
2023,017739,177,13,02,140305,5,1,2,45
2023,017739,177,13,03,140305,5,1,1,9
2023,017739,177,23,01,140305,5,1,1,27
2023,017739,177,23,02,140305,5,1,2,23
2023,017739,177,23,03,140305,5,1,1,4
2023,017739,177,33,01,140305,5,1,1,26
2023,017739,177,33,02,140305,5,1,2,23
2023,017739,177,33,03,140305,5,1,2,8
2023,017740,027,11,01,140103,5,1,2,42
2023,017740,027,11,02,140103,5,1,2,15
2023,017740,027,11,03,140103,5,1,2,13
2023,017740,027,11,04,140103,5,1,2,11
2023,017740,027,11,05,140103,5,1,2,6
2023,017740,059,11,01,140103,5,1,1,48
2023,017740,059,11,02,140103,5,1,2,48
2023,017740,059,11,03,140103,5,1,2,19
2023,017740,059,11,04,140103,5,1,2,12
2023,017740,075,11,01,140103,5,1,2,68
2023,017740,075,11,02,140103,5,1,1,67
2023,017740,075,11,03,140103,5,1,2,37
2023,017740,075,11,04,140103,5,1,1,65
2023,017740,092,11,01,140103,5,1,2,58
2023,017740,092,11,02,140103,5,1,2,33
2023,017740,092,11,03,140103,5,1,1,8
2023,017740,092,11,04,140103,5,1,2,30
2023,017740,092,11,05,140103,5,1,2,14
2023,017740,092,11,06,140103,5,1,1,11
2023,017740,092,11,07,140103,5,1,1,9
2023,017740,092,11,08,140103,5,1,1,0
2023,017740,108,11,01,140103,5,1,1,64
2023,017740,123,11,01,140103,5,1,1,64
2023,017740,123,11,02,140103,5,1,2,60
2023,017740,123,11,03,140103,5,1,1,32
2023,017740,123,11,04,140103,5,1,1,7
2023,017741,002,11,01,140102,5,1,1,39
2023,017741,002,11,02,140102,5,1,2,34
2023,017741,002,11,03,140102,5,1,1,10
2023,017741,014,11,01,140102,5,1,1,58
2023,017741,014,11,02,140102,5,1,2,57
2023,017741,014,11,03,140102,5,1,1,21
2023,017741,014,11,04,140102,5,1,2,15
2023,017741,014,11,05,140102,5,2,1,35
2023,017741,037,11,01,140102,5,1,1,63
2023,017741,037,11,02,140102,5,1,2,64
2023,017741,037,11,03,140102,5,1,1,39
2023,017741,037,11,04,140102,5,1,1,30
2023,017741,037,11,05,140102,5,1,1,28
2023,017741,037,11,06,140102,5,1,2,83
2023,017741,048,11,01,140102,5,1,1,75
2023,017741,048,11,02,140102,5,1,2,69
2023,017741,048,11,03,140102,5,1,1,29
2023,017741,059,11,01,140102,5,1,2,67
2023,017741,071,11,01,140102,5,1,1,56
2023,017741,071,11,02,140102,5,1,2,51
2023,017741,071,11,03,140102,5,1,2,30
2023,017741,071,11,04,140102,5,1,1,37
2023,017741,071,11,05,140102,5,1,2,13
2023,017741,071,11,06,140102,5,1,1,7
2023,017742,003,11,01,140117,5,1,2,41
2023,017742,003,11,02,140117,5,1,1,51
2023,017742,003,11,03,140117,5,1,1,19
2023,017742,021,11,01,140117,5,1,1,80
2023,017742,021,11,02,140117,5,1,2,70
2023,017742,048,11,01,140117,5,1,1,41
2023,017742,048,11,02,140117,5,1,2,43
2023,017742,048,11,03,140117,5,1,2,22
2023,017742,048,11,04,140117,5,1,2,14
2023,017742,048,11,05,140117,5,1,1,10
2023,017742,057,11,01,140117,5,1,1,58
2023,017742,070,11,01,140117,5,1,1,72
2023,017742,070,11,02,140117,5,1,2,75
2023,017742,070,11,03,140117,5,1,2,35
2023,017742,081,11,01,140117,5,1,1,61
2023,017742,081,11,02,140117,5,1,2,56
2023,017742,081,11,03,140117,5,1,2,24
2023,017742,081,11,04,140117,5,1,2,87
2023,017743,013,11,01,140311,5,1,1,40
2023,017743,013,11,02,140311,5,1,2,35
2023,017743,013,11,03,140311,5,1,2,13
2023,017743,013,11,04,140311,5,1,1,10
2023,017743,013,11,05,140311,5,1,2,7
2023,017743,028,11,01,140311,5,1,1,46
2023,017743,028,11,02,140311,5,1,2,53
2023,017743,028,11,03,140311,5,1,1,23
2023,017743,028,11,04,140311,5,1,2,18
2023,017743,028,11,05,140311,5,1,2,13
2023,017743,056,11,01,140311,5,1,1,50
2023,017743,056,11,02,140311,5,1,2,44
2023,017743,056,11,03,140311,5,1,2,13
2023,017743,056,11,04,140311,5,1,2,1
2023,017743,070,11,01,140311,5,1,1,47
2023,017743,070,11,02,140311,5,1,2,36
2023,017743,070,11,03,140311,5,1,1,16
2023,017743,070,11,04,140311,5,1,2,11
2023,017743,070,11,05,140311,5,1,2,0
2023,017743,085,11,01,140311,5,1,1,47
2023,017743,085,11,02,140311,5,1,2,47
2023,017743,085,11,03,140311,5,1,2,22
2023,017743,085,11,04,140311,5,1,1,14
2023,017743,085,11,05,140311,5,1,1,6
2023,017743,099,11,01,140311,5,1,1,46
2023,017743,099,11,02,140311,5,1,2,20
2023,017743,099,11,03,140311,5,1,1,15
2023,017743,099,11,04,140311,5,1,2,13
2023,017743,099,11,05,140311,5,1,1,12
2023,017743,099,11,06,140311,5,2,2,25
2023,017743,099,11,07,140311,5,2,1,2
2023,017744,003,11,01,140114,5,1,1,48
2023,017744,003,11,02,140114,5,1,2,47
2023,017744,003,11,03,140114,5,1,1,19
2023,017744,003,11,04,140114,5,1,2,10
2023,017744,003,11,05,140114,5,1,2,6
2023,017744,014,11,01,140114,5,1,2,60
2023,017744,014,11,02,140114,5,1,1,62
2023,017744,025,11,01,140114,5,1,1,40
2023,017744,025,11,02,140114,5,1,2,39
2023,017744,025,11,03,140114,5,1,1,18
2023,017744,025,11,04,140114,5,1,2,15
2023,017744,047,11,01,140114,5,1,2,54
2023,017744,047,11,02,140114,5,1,1,56
2023,017744,047,11,03,140114,5,1,1,37
2023,017744,047,11,04,140114,5,2,1,11
2023,017744,047,11,05,140114,5,2,2,10
2023,017744,059,11,01,140114,5,1,2,43
2023,017744,059,11,02,140114,5,1,1,20
2023,017744,059,11,03,140114,5,1,2,18
2023,017744,059,11,04,140114,5,1,2,24
2023,017744,059,11,05,140114,5,1,1,4
2023,017744,070,11,01,140114,5,1,1,44
2023,017744,070,11,02,140114,5,1,2,42
2023,017744,070,11,03,140114,5,1,1,23
2023,017744,070,11,04,140114,5,1,1,20
2023,017744,070,11,05,140114,5,1,2,14
2023,017744,070,11,06,140114,5,1,2,7
2023,017745,008,11,01,140306,5,1,1,39
2023,017745,008,11,02,140306,5,1,2,33
2023,017745,008,11,03,140306,5,1,2,15
2023,017745,008,11,04,140306,5,1,2,14
2023,017745,008,11,05,140306,5,1,1,8
2023,017745,008,11,06,140306,5,1,1,3
2023,017745,021,11,01,140306,5,1,1,63
2023,017745,021,11,02,140306,5,1,2,58
2023,017745,021,11,03,140306,5,1,2,38
2023,017745,021,11,04,140306,5,1,1,40
2023,017745,021,11,05,140306,5,1,2,37
2023,017745,021,11,06,140306,5,1,2,1
2023,017745,021,11,07,140306,5,1,2,36
2023,017745,021,11,08,140306,5,1,1,31
2023,017745,021,11,09,140306,5,1,2,9
2023,017745,021,11,10,140306,5,1,1,5
2023,017745,035,11,01,140306,5,1,2,43
2023,017745,035,11,02,140306,5,1,1,15
2023,017745,035,11,03,140306,5,1,2,12
2023,017745,035,11,04,140306,5,1,1,10
2023,017745,035,11,05,140306,5,1,1,8
2023,017745,035,11,06,140306,5,1,1,4
2023,017745,061,11,01,140306,5,1,1,65
2023,017745,061,11,02,140306,5,1,2,50
2023,017745,061,11,03,140306,5,1,2,28
2023,017745,061,11,04,140306,5,1,2,26
2023,017745,061,11,05,140306,5,1,2,21
2023,017745,061,11,06,140306,5,1,1,20
2023,017745,061,11,07,140306,5,1,1,18
2023,017745,061,11,08,140306,5,1,1,15
2023,017745,061,11,09,140306,5,1,2,14
2023,017745,061,11,10,140306,5,1,2,11
2023,017745,061,11,11,140306,5,1,2,7
2023,017745,074,11,01,140306,5,1,1,68
2023,017745,074,11,02,140306,5,1,2,63
2023,017745,087,11,01,140306,5,1,1,31
2023,017745,087,11,02,140306,5,1,2,31
2023,017745,087,11,03,140306,5,1,1,12
2023,017745,087,11,04,140306,5,1,2,7
2023,017745,087,11,05,140306,5,1,2,5
2023,017745,087,11,06,140306,5,1,2,2
2023,017746,025,11,01,140301,3,1,2,67
2023,017746,025,11,02,140301,3,1,1,71
2023,017746,025,11,03,140301,3,1,1,36
2023,017746,025,11,04,140301,3,1,2,57
2023,017746,042,11,01,140301,3,1,2,20
2023,017746,042,11,02,140301,3,1,2,0
2023,017746,087,11,01,140301,3,1,1,53
2023,017746,087,11,02,140301,3,1,2,51
2023,017746,087,11,03,140301,3,1,1,20
2023,017746,087,11,04,140301,3,1,2,18
2023,017746,087,11,05,140301,3,1,1,16
2023,017746,098,11,01,140301,3,1,2,43
2023,017746,098,11,02,140301,3,1,2,38
2023,017746,117,11,01,140301,3,1,1,38
2023,017746,117,11,02,140301,3,1,2,34
2023,017746,117,11,03,140301,3,1,1,9
2023,017746,117,11,04,140301,3,1,2,74
2023,017746,133,11,01,140301,3,1,2,79
2023,017746,133,11,02,140301,3,1,2,52
2023,017746,133,11,03,140301,3,1,1,60
2023,017746,133,11,04,140301,3,1,2,19
2023,017746,133,11,05,140301,3,1,1,11
2023,017747,017,11,01,140301,3,1,1,48
2023,017747,017,11,02,140301,3,1,2,47
2023,017747,017,11,03,140301,3,1,1,23
2023,017747,017,11,04,140301,3,1,2,13
2023,017747,041,12,01,140301,3,1,1,62
2023,017747,041,12,02,140301,3,1,2,52
2023,017747,041,12,03,140301,3,1,2,19
2023,017747,041,22,01,140301,3,1,1,31
2023,017747,041,22,02,140301,3,1,2,25
2023,017747,041,22,03,140301,3,1,1,7
2023,017747,041,22,04,140301,3,1,1,4
2023,017747,065,11,01,140301,3,1,2,37
2023,017747,065,11,02,140301,3,1,1,36
2023,017747,065,11,03,140301,3,1,2,11
2023,017747,065,11,04,140301,3,1,1,8
2023,017747,087,11,01,140301,3,1,1,57
2023,017747,087,11,02,140301,3,1,2,55
2023,017747,087,11,03,140301,3,1,1,32
2023,017747,087,11,04,140301,3,1,1,30
2023,017747,087,11,05,140301,3,1,2,23
2023,017747,159,11,01,140301,3,1,2,57
2023,017747,159,11,02,140301,3,1,1,37
2023,017747,159,11,03,140301,3,1,1,26
2023,017747,159,11,04,140301,3,1,2,21
2023,017747,159,11,05,140301,3,2,1,40
2023,017747,159,11,06,140301,3,2,1,23
2023,017747,183,11,01,140301,3,1,1,45
2023,017747,183,11,02,140301,3,1,2,36
2023,017747,183,11,03,140301,3,1,2,14
2023,017748,014,11,01,140206,5,1,1,85
2023,017748,014,11,02,140206,5,1,2,78
2023,017748,014,11,03,140206,5,1,1,53
2023,017748,036,11,01,140206,5,1,2,67
2023,017748,036,11,02,140206,5,1,2,30
2023,017748,078,11,01,140206,5,1,1,46
2023,017748,078,11,02,140206,5,1,2,42
2023,017748,078,11,03,140206,5,1,1,23
2023,017748,078,11,04,140206,5,1,1,20
2023,017748,078,11,05,140206,5,1,1,15
2023,017748,078,11,06,140206,5,1,1,8
2023,017748,099,11,01,140206,5,1,1,72
2023,017748,099,11,02,140206,5,1,2,72
2023,017748,099,11,03,140206,5,1,2,42
2023,017748,099,11,04,140206,5,1,1,14
2023,017748,099,11,05,140206,5,1,2,10
2023,017748,099,11,06,140206,5,1,2,8
2023,017748,099,11,07,140206,5,1,1,2
2023,017748,121,11,01,140206,5,1,1,59
2023,017748,121,11,02,140206,5,1,2,55
2023,017748,142,11,01,140206,5,1,1,75
2023,017748,142,11,02,140206,5,1,2,68
2023,017749,007,11,01,140115,5,1,2,34
2023,017749,007,11,02,140115,5,1,2,13
2023,017749,029,11,01,140115,5,1,2,41
2023,017749,029,11,02,140115,5,1,2,13
2023,017749,029,11,03,140115,5,1,2,8
2023,017749,050,11,01,140115,5,1,2,63
2023,017749,050,11,02,140115,5,1,2,29
2023,017749,092,11,01,140115,5,1,1,68
2023,017749,092,11,02,140115,5,1,2,66
2023,017749,092,11,03,140115,5,1,1,21
2023,017749,114,11,01,140115,5,1,2,77
2023,017749,114,11,02,140115,5,1,1,48
2023,017749,114,11,03,140115,5,1,1,40
2023,017749,135,11,01,140115,5,1,1,77
2023,017749,135,11,02,140115,5,1,2,75
2023,017749,135,11,03,140115,5,2,2,53
2023,017750,015,11,01,140118,4,1,1,37
2023,017750,015,11,02,140118,4,1,2,37
2023,017750,015,11,03,140118,4,1,2,12
2023,017750,015,11,04,140118,4,1,2,6
2023,017750,034,11,01,140118,4,1,2,56
2023,017750,052,11,01,140118,4,1,1,56
2023,017750,052,11,02,140118,4,1,1,19
2023,017750,071,11,01,140118,4,1,1,69
2023,017750,071,11,02,140118,4,1,1,39
2023,017750,071,11,03,140118,4,1,1,33
2023,017750,108,11,01,140118,4,1,2,38
2023,017750,108,11,02,140118,4,1,1,18
2023,017750,108,11,03,140118,4,1,1,14
2023,017750,108,11,04,140118,4,1,1,3
2023,017750,127,11,01,140118,4,1,1,38
2023,017750,127,11,02,140118,4,1,2,34
2023,017750,127,11,03,140118,4,1,2,13
2023,017750,127,11,04,140118,4,1,2,0
2023,017751,026,11,01,140201,4,1,2,62
2023,017751,059,11,01,140201,4,1,1,37
2023,017751,059,11,02,140201,4,1,2,36
2023,017751,059,11,03,140201,4,1,1,17
2023,017751,059,11,04,140201,4,1,2,9
2023,017751,059,11,05,140201,4,1,2,5
2023,017751,076,11,01,140201,4,1,1,65
2023,017751,076,11,02,140201,4,1,2,52
2023,017751,093,11,01,140201,4,1,1,36
2023,017751,093,11,02,140201,4,1,2,36
2023,017751,093,11,03,140201,4,1,1,13
2023,017751,093,11,04,140201,4,1,1,11
2023,017751,093,11,05,140201,4,1,1,8
2023,017751,111,11,01,140201,4,1,1,42
2023,017751,111,11,02,140201,4,1,2,42
2023,017751,111,11,03,140201,4,1,2,15
2023,017751,111,11,04,140201,4,1,2,9
2023,017751,111,11,05,140201,4,1,1,4
2023,017751,126,11,01,140201,4,1,2,44
2023,017751,126,11,02,140201,4,1,1,52
2023,017751,126,11,03,140201,4,1,1,18
2023,017752,018,11,01,140117,5,1,1,36
2023,017752,018,11,02,140117,5,1,2,27
2023,017752,018,11,03,140117,5,1,1,3
2023,017752,038,11,01,140117,5,1,1,62
2023,017752,038,11,02,140117,5,1,2,57
2023,017752,038,11,03,140117,5,1,2,22
2023,017752,038,11,04,140117,5,1,1,34
2023,017752,038,11,05,140117,5,1,2,3
2023,017752,077,11,01,140117,5,1,1,68
2023,017752,077,11,02,140117,5,1,2,63
2023,017752,077,11,03,140117,5,1,1,40
2023,017752,097,11,01,140117,5,1,2,56
2023,017752,097,11,02,140117,5,1,2,27
2023,017752,097,11,03,140117,5,1,1,29
2023,017752,097,11,04,140117,5,2,1,4
2023,017752,118,11,01,140117,5,1,2,72
2023,017752,118,11,02,140117,5,1,2,31
2023,017752,118,11,03,140117,5,1,1,15
2023,017752,118,11,04,140117,5,1,2,28
2023,017752,118,11,05,140117,5,1,1,26
2023,017752,118,11,06,140117,5,1,1,7
2023,017752,138,11,01,140117,5,1,1,51
2023,017752,138,11,02,140117,5,1,2,50
2023,017752,138,11,03,140117,5,1,2,21
2023,017752,138,11,04,140117,5,1,1,8
2023,017753,046,11,01,140310,7,1,2,32
2023,017753,046,11,02,140310,7,1,1,16
2023,017753,046,11,03,140310,7,1,1,14
2023,017753,046,11,04,140310,7,1,1,10
2023,017753,046,11,05,140310,7,1,1,8
2023,017753,048,11,01,140310,7,1,2,33
2023,017753,048,11,02,140310,7,1,1,17
2023,017753,048,11,03,140310,7,1,1,11
2023,017753,048,11,04,140310,7,1,2,5
2023,017753,110,11,01,140310,7,1,1,44
2023,017753,110,11,02,140310,7,1,2,48
2023,017753,110,11,03,140310,7,1,1,23
2023,017753,110,11,04,140310,7,1,2,10
2023,017753,110,11,05,140310,7,1,2,15
2023,017753,110,11,06,140310,7,1,2,1
2023,017753,111,11,01,140310,7,1,1,51
2023,017753,111,11,02,140310,7,1,2,45
2023,017753,111,11,03,140310,7,1,2,23
2023,017753,111,11,04,140310,7,1,2,15
2023,017753,112,11,01,140310,7,1,1,79
2023,017753,112,11,02,140310,7,1,2,15
2023,017753,114,11,01,140310,7,1,1,69
2023,017753,114,11,02,140310,7,1,2,69
2023,017753,115,11,01,140310,7,1,1,87
2023,017753,115,11,02,140310,7,2,2,52
2023,017753,116,11,01,140310,7,1,1,23
2023,017753,116,11,02,140310,7,1,2,23
2023,017753,116,11,03,140310,7,1,2,5
2023,017754,053,11,01,140112,7,1,2,63
2023,017754,053,11,02,140112,7,1,2,38
2023,017754,053,11,03,140112,7,1,1,2
2023,017754,054,11,01,140112,7,1,1,40
2023,017754,054,11,02,140112,7,1,2,35
2023,017754,054,11,03,140112,7,1,1,15
2023,017754,054,11,04,140112,7,1,1,6
2023,017754,055,11,01,140112,7,1,1,70
2023,017754,055,11,02,140112,7,1,2,73
2023,017754,055,11,03,140112,7,1,2,27
2023,017754,056,11,01,140112,7,1,1,55
2023,017754,056,11,02,140112,7,1,1,15
2023,017754,056,11,03,140112,7,1,1,12
2023,017754,213,11,01,140112,7,1,1,74
2023,017754,213,11,02,140112,7,1,2,65
2023,017754,214,11,01,140112,7,1,1,62
2023,017754,214,11,02,140112,7,1,2,63
2023,017754,214,11,03,140112,7,1,1,33
2023,017754,215,11,01,140112,7,1,1,52
2023,017754,215,11,02,140112,7,1,2,40
2023,017754,215,11,03,140112,7,1,1,16
2023,017754,215,11,04,140112,7,1,1,10
2023,017754,215,11,05,140112,7,1,2,3
2023,017754,216,11,01,140112,7,1,1,43
2023,017754,216,11,02,140112,7,1,2,26
2023,017754,216,11,03,140112,7,1,1,6
2023,017755,053,11,01,140306,7,1,1,48
2023,017755,053,11,02,140306,7,1,2,52
2023,017755,053,11,03,140306,7,1,1,37
2023,017755,053,11,04,140306,7,1,2,33
2023,017755,053,11,05,140306,7,1,2,3
2023,017755,054,11,01,140306,7,1,2,46
2023,017755,054,11,02,140306,7,1,1,12
2023,017755,054,11,03,140306,7,1,2,3
2023,017755,055,11,01,140306,7,1,2,49
2023,017755,055,11,02,140306,7,1,1,79
2023,017755,055,11,03,140306,7,1,2,72
2023,017755,055,11,04,140306,7,1,2,23
2023,017755,056,11,01,140306,7,1,1,51
2023,017755,056,11,02,140306,7,1,2,47
2023,017755,056,11,03,140306,7,1,2,26
2023,017755,056,11,04,140306,7,1,2,16
2023,017755,056,11,05,140306,7,1,2,13
2023,017755,056,11,06,140306,7,1,2,6
2023,017755,153,11,01,140306,7,1,1,55
2023,017755,153,11,02,140306,7,1,2,42
2023,017755,153,11,03,140306,7,1,1,23
2023,017755,153,11,04,140306,7,1,2,18
2023,017755,153,11,05,140306,7,1,2,13
2023,017755,153,11,06,140306,7,1,1,9
2023,017755,153,11,07,140306,7,1,1,7
2023,017755,153,11,08,140306,7,1,2,26
2023,017755,153,11,09,140306,7,1,1,24
2023,017755,153,11,10,140306,7,1,2,3
2023,017755,154,11,01,140306,7,1,1,44
2023,017755,154,11,02,140306,7,1,2,42
2023,017755,154,11,03,140306,7,1,2,25
2023,017755,154,11,04,140306,7,1,1,18
2023,017755,154,11,05,140306,7,1,2,13
2023,017755,154,11,06,140306,7,1,1,7
2023,017755,155,11,01,140306,7,1,1,52
2023,017755,155,11,02,140306,7,1,2,34
2023,017755,155,11,03,140306,7,1,1,16
2023,017755,155,11,04,140306,7,1,2,15
2023,017755,155,11,05,140306,7,1,1,8
2023,017755,155,11,06,140306,7,1,2,1
2023,017755,156,11,01,140306,7,1,1,51
2023,017755,156,11,02,140306,7,1,2,46
2023,017755,156,11,03,140306,7,1,1,22
2023,017755,156,11,04,140306,7,1,1,14
2023,017755,156,11,05,140306,7,1,1,7
2023,017755,156,11,06,140306,7,2,2,25
2023,017755,156,11,07,140306,7,2,1,27
2023,017755,156,11,08,140306,7,2,1,1
2023,017755,156,11,09,140306,7,2,1,0
2023,017756,041,11,01,140308,7,1,1,51
2023,017756,041,11,02,140308,7,1,2,30
2023,017756,041,11,03,140308,7,1,2,6
2023,017756,041,11,04,140308,7,1,2,4
2023,017756,042,11,01,140308,7,1,1,24
2023,017756,042,11,02,140308,7,1,2,39
2023,017756,042,11,03,140308,7,1,1,3
2023,017756,043,11,01,140308,7,1,1,49
2023,017756,043,11,02,140308,7,1,2,49
2023,017756,043,11,03,140308,7,1,1,18
2023,017756,043,11,04,140308,7,1,2,16
2023,017756,043,11,05,140308,7,1,2,14
2023,017756,043,11,06,140308,7,1,2,10
2023,017756,044,11,01,140308,7,1,1,48
2023,017756,044,11,02,140308,7,1,2,42
2023,017756,044,11,03,140308,7,1,1,24
2023,017756,044,11,04,140308,7,1,1,23
2023,017756,044,11,05,140308,7,1,1,17
2023,017756,044,11,06,140308,7,1,1,16
2023,017756,121,11,01,140308,7,1,1,36
2023,017756,121,11,02,140308,7,1,2,29
2023,017756,121,11,03,140308,7,1,2,9
2023,017756,121,11,04,140308,7,1,2,9
2023,017756,122,11,01,140308,7,1,1,58
2023,017756,122,11,02,140308,7,1,2,62
2023,017756,122,11,03,140308,7,1,1,31
2023,017756,122,11,04,140308,7,1,2,23
2023,017756,122,11,05,140308,7,1,1,0
2023,017756,123,11,01,140308,7,1,1,35
2023,017756,123,11,02,140308,7,1,2,29
2023,017756,123,11,03,140308,7,1,1,10
2023,017756,123,11,04,140308,7,1,2,8
2023,017756,123,11,05,140308,7,1,1,7
2023,017756,123,11,06,140308,7,1,2,5
2023,017756,123,11,07,140308,7,1,2,1
2023,017756,124,11,01,140308,7,1,1,44
2023,017756,124,11,02,140308,7,1,2,41
2023,017756,124,11,03,140308,7,1,2,17
2023,017756,124,11,04,140308,7,1,1,15
2023,017756,124,11,05,140308,7,1,2,10
2023,017757,053,11,01,140106,7,1,1,51
2023,017757,053,11,02,140106,7,1,2,39
2023,017757,053,11,03,140106,7,1,1,19
2023,017757,053,11,04,140106,7,1,1,18
2023,017757,054,11,01,140106,7,1,1,57
2023,017757,054,11,02,140106,7,1,2,53
2023,017757,054,11,03,140106,7,1,2,30
2023,017757,054,11,04,140106,7,1,1,13
2023,017757,056,11,01,140106,7,1,2,53
2023,017757,132,11,01,140106,7,1,1,35
2023,017757,132,11,02,140106,7,1,2,42
2023,017757,132,11,03,140106,7,1,1,8
2023,017757,133,11,01,140106,7,1,1,45
2023,017757,133,11,02,140106,7,1,2,41
2023,017757,133,11,03,140106,7,1,2,15
2023,017757,133,11,04,140106,7,1,2,8
2023,017757,134,11,01,140106,7,1,1,53
2023,017757,134,11,02,140106,7,1,2,47
2023,017757,134,11,03,140106,7,1,2,18
2023,017757,135,11,01,140106,7,1,1,41
2023,017757,135,11,02,140106,7,1,2,38
2023,017757,135,11,03,140106,7,1,1,17
2023,017757,135,11,04,140106,7,1,1,9
2023,017757,135,11,05,140106,7,1,2,5
2023,017757,136,11,01,140106,7,1,2,25
2023,017757,136,11,02,140106,7,1,2,7
2023,017757,136,11,03,140106,7,1,1,5
2023,017757,136,11,04,140106,7,1,1,4
2023,017757,136,11,05,140106,7,1,2,2
2023,017758,041,11,01,140304,7,1,1,43
2023,017758,041,11,02,140304,7,1,2,27
2023,017758,041,11,03,140304,7,1,1,5
2023,017758,041,11,04,140304,7,1,1,1
2023,017758,042,11,01,140304,7,1,1,64
2023,017758,042,11,02,140304,7,1,2,53
2023,017758,042,11,03,140304,7,1,2,30
2023,017758,042,11,04,140304,7,1,1,33
2023,017758,042,11,05,140304,7,1,2,10
2023,017758,042,11,06,140304,7,1,1,7
2023,017758,042,11,07,140304,7,1,1,5
2023,017758,043,11,01,140304,7,1,1,39
2023,017758,043,11,02,140304,7,1,2,34
2023,017758,043,11,03,140304,7,1,1,13
2023,017758,043,11,04,140304,7,1,1,7
2023,017758,043,11,05,140304,7,1,2,3
2023,017758,044,11,01,140304,7,1,1,68
2023,017758,044,11,02,140304,7,1,2,66
2023,017758,190,11,01,140304,7,1,1,76
2023,017758,190,11,02,140304,7,1,2,65
2023,017758,190,11,03,140304,7,1,2,11
2023,017758,190,11,04,140304,7,2,2,32
2023,017758,190,11,05,140304,7,2,1,15
2023,017758,190,11,06,140304,7,2,1,4
2023,017758,190,11,07,140304,7,2,1,2
2023,017758,191,11,01,140304,7,1,1,38
2023,017758,191,11,02,140304,7,1,2,32
2023,017758,191,11,03,140304,7,1,1,5
2023,017758,191,11,04,140304,7,1,2,1
2023,017758,191,11,05,140304,7,2,1,70
2023,017758,191,11,06,140304,7,2,2,65
2023,017758,192,11,01,140304,7,1,1,32
2023,017758,192,11,02,140304,7,1,2,27
2023,017758,192,11,03,140304,7,1,1,10
2023,017758,192,11,04,140304,7,1,2,5
2023,017759,009,11,01,140205,7,1,1,60
2023,017759,009,11,02,140205,7,1,2,68
2023,017759,009,11,03,140205,7,1,1,37
2023,017759,009,11,04,140205,7,1,2,33
2023,017759,009,11,05,140205,7,1,1,3
2023,017759,010,11,01,140205,7,1,2,82
2023,017759,010,11,02,140205,7,2,1,15
2023,017759,011,11,01,140205,7,1,2,71
2023,017759,012,11,01,140205,7,1,1,62
2023,017759,012,11,02,140205,7,1,2,68
2023,017759,153,11,01,140205,7,1,1,35
2023,017759,153,11,02,140205,7,1,2,32
2023,017759,153,11,03,140205,7,1,1,15
2023,017759,153,11,04,140205,7,1,2,13
2023,017759,153,11,05,140205,7,1,2,10
2023,017759,153,11,06,140205,7,1,1,6
2023,017759,153,11,07,140205,7,1,1,1
2023,017759,154,11,01,140205,7,1,1,35
2023,017759,154,11,02,140205,7,1,2,31
2023,017759,154,11,03,140205,7,1,2,10
2023,017759,155,11,01,140205,7,1,1,59
2023,017759,155,11,02,140205,7,1,2,53
2023,017759,155,11,03,140205,7,1,2,20
2023,017759,155,11,04,140205,7,1,1,5
2023,017759,155,11,05,140205,7,1,1,26
2023,017759,155,11,06,140205,7,1,1,18
2023,017759,156,11,01,140205,7,1,1,72
2023,017759,156,11,02,140205,7,1,2,64
2023,017759,156,11,03,140205,7,2,2,40
2023,017759,156,11,04,140205,7,2,2,14
2023,017760,001,11,01,140306,7,1,1,68
2023,017760,001,11,02,140306,7,1,2,61
2023,017760,002,11,01,140306,7,1,2,82
2023,017760,003,11,01,140306,7,1,1,62
2023,017760,003,11,02,140306,7,1,2,62
2023,017760,003,11,03,140306,7,1,2,27
2023,017760,003,11,04,140306,7,1,1,21
2023,017760,003,11,05,140306,7,1,2,36
2023,017760,003,11,06,140306,7,1,2,15
2023,017760,003,11,07,140306,7,1,2,13
2023,017760,004,11,01,140306,7,1,1,62
2023,017760,004,11,02,140306,7,1,2,54
2023,017760,004,11,03,140306,7,1,1,87
2023,017760,100,11,01,140306,7,1,1,40
