AÑO,CONGLOME,VIVIENDA,HOGAR,CODPERSO,UBIGEO,ESTRATO,P204,P207,P208A
2023,005007,022,11,01,010101,4,1,1,64
2023,005007,022,11,02,010101,4,1,2,63
2023,005007,022,11,03,010101,4,1,1,31
2023,005007,031,11,01,010101,4,1,2,79
2023,005007,031,11,02,010101,4,2,1,50
2023,005007,031,11,03,010101,4,2,2,38
2023,005007,031,11,04,010101,4,2,2,11
2023,005007,031,11,05,010101,4, , , 
2023,005027,006,11,01,010201,4,1,1,37
2023,005027,006,11,02,010201,4,1,2,32
2023,005027,006,11,03,010201,4,1,2,13
2023,005027,006,11,04,010201,4,1,1,6
2023,005027,006,11,05,010201,4,1,1,1
2023,005027,018,11,01,010201,4,1,1,44
2023,005027,018,11,02,010201,4,1,2,26
2023,005027,018,11,03,010201,4,1,1,2
2023,005027,018,11,04,010201,4,1,1,0
2023,005027,018,11,05,010201,4,2,1,13
2023,005027,044,11,01,010201,4,1,1,63
2023,005027,044,11,02,010201,4,1,2,52
2023,005027,044,11,03,010201,4,1,1,26
2023,005027,044,11,04,010201,4,1,1,23
2023,005027,044,11,05,010201,4,1,2,13
2023,005027,055,11,01,010201,4,1,1,61
2023,005027,055,11,02,010201,4,1,2,51
2023,005027,055,11,03,010201,4,1,2,24
2023,005027,055,11,04,010201,4,1,2,18
2023,005027,055,11,05,010201,4,1,2,26
2023,005027,055,11,06,010201,4,1,1,1
2023,005027,065,11,01,010201,4,1,2,36
2023,005027,065,11,02,010201,4,1,2,12
2023,005027,078,11,01,010201,4,1,2,58
2023,005030,002,11,01,010201,4,1,1,43
2023,005030,002,11,02,010201,4,1,2,41
2023,005030,002,11,03,010201,4,1,1,9
2023,005030,002,11,04,010201,4,1,2,7
2023,005030,011,11,01,010201,4,1,1,60
2023,005030,011,11,02,010201,4,1,2,59
2023,005030,011,11,03,010201,4,1,1,38
2023,005030,037,11,01,010201,4,1,1,30
2023,005030,037,11,02,010201,4,1,2,29
2023,005030,037,11,03,010201,4,1,2,7
2023,005030,037,11,04,010201,4,1,1,5
2023,005030,045,11,01,010201,4,1,1,81
2023,005030,045,11,02,010201,4,1,1,58
2023,005030,056,11,01,010201,4,1,2,50
2023,005030,060,11,01,010201,4,1,1,54
2023,005030,060,11,02,010201,4,1,2,52
2023,005030,060,11,03,010201,4,1,2,25
2023,005030,060,11,04,010201,4,2,2,17
2023,005030,060,11,05,010201,4,2,2,2
2023,005030,060,11,06,010201,4,2,1,1
2023,005039,022,11,01,010701,4,1,1,44
2023,005039,022,11,02,010701,4,1,2,39
2023,005039,022,11,03,010701,4,1,1,16
2023,005039,022,11,04,010701,4,1,1,12
2023,005039,022,11,05,010701,4,1,2,9
2023,005039,083,11,01,010701,4,1,2,33
2023,005039,083,11,02,010701,4,1,2,6
2023,005039,083,11,03,010701,4,1,2,0
2023,005039,083,11,04,010701,4,2,1,30
2023,005039,083,11,05,010701,4,2,1,30
2023,005039,083,11,06,010701,4,2,2,30
2023,005039,101,11,01,010701,4,1,1,46
2023,005039,114,11,01,010701,4,1,1,32
2023,005039,114,11,02,010701,4,1,2,27
2023,005039,114,11,03,010701,4,1,1,8
2023,005039,114,11,04,010701,4,1,2,6
2023,005039,114,11,05,010701,4,1,1,0
2023,005045,004,11,01,010701,4,1,1,76
2023,005045,004,11,02,010701,4,1,2,57
2023,005045,004,11,03,010701,4,1,2,23
2023,005045,013,11,01,010701,4,1,1,54
2023,005045,013,11,02,010701,4,1,2,51
2023,005045,013,11,03,010701,4,1,1,25
2023,005045,013,11,04,010701,4,1,1,22
2023,005045,013,11,05,010701,4,1,2,9
2023,005045,040,11,01,010701,4,1,2,42
2023,005045,040,11,02,010701,4,1,2,19
2023,005045,040,11,03,010701,4,1,1,15
2023,005045,040,11,04,010701,4,1,1,11
2023,005045,040,11,05,010701,4,1,1,3
2023,005045,047,11,01,010701,4,1,1,58
2023,005045,047,11,02,010701,4,1,2,57
2023,005045,047,11,03,010701,4,1,1,18
2023,005045,047,11,04,010701,4, , , 
2023,005045,047,11,05,010701,4, , , 
2023,005045,047,11,06,010701,4, , , 
2023,005045,056,11,01,010701,4,1,2,61
2023,005045,056,11,02,010701,4,1,1,23
2023,005045,056,11,03,010701,4,1,2,5
2023,005045,056,11,04,010701,4,2,2,1
2023,005045,056,11,05,010701,4, , , 
2023,005045,056,11,06,010701,4, , , 
2023,005045,056,11,07,010701,4, , , 
2023,005061,010,11,01,010502,5,1,1,54
2023,005061,010,11,02,010502,5,1,2,44
2023,005061,010,11,03,010502,5,1,2,16
2023,005061,010,11,04,010502,5,1,2,10
2023,005061,022,11,01,010502,5,1,2,65
2023,005061,034,11,01,010502,5,1,1,65
2023,005061,034,11,02,010502,5,1,2,59
2023,005061,034,11,03,010502,5,1,1,17
2023,005061,034,11,04,010502,5,1,2,37
2023,005061,058,11,01,010502,5,1,1,70
2023,005061,058,11,02,010502,5,1,2,48
2023,005061,058,11,03,010502,5,1,2,18
2023,005061,058,11,04,010502,5, , , 
2023,005061,070,11,01,010502,5,1,1,38
2023,005061,070,11,02,010502,5,1,2,31
2023,005061,070,11,03,010502,5,1,2,7
2023,005061,083,11,01,010502,5,1,1,44
2023,005061,083,11,02,010502,5, , , 
2023,005076,015,11,01,010401,7,1,1,47
2023,005076,015,11,02,010401,7,1,2,42
2023,005076,015,11,03,010401,7,1,2,23
2023,005076,015,11,04,010401,7,1,1,36
2023,005076,015,11,05,010401,7,1,1,7
2023,005076,015,11,06,010401,7,1,2,2
2023,005076,016,11,01,010401,7,1,1,54
2023,005076,016,11,02,010401,7,1,2,45
2023,005076,016,11,03,010401,7,1,1,11
2023,005076,016,11,04,010401,7,1,1,8
2023,005076,016,11,05,010401,7,1,1,10
2023,005076,016,11,06,010401,7,2,2,14
2023,005076,016,11,07,010401,7,2,1,0
2023,005076,016,11,08,010401,7, , , 
2023,005076,061,11,01,010401,7,1,1,36
2023,005076,061,11,02,010401,7,1,2,38
2023,005076,061,11,03,010401,7,1,2,18
2023,005076,061,11,04,010401,7,1,2,13
2023,005076,061,11,05,010401,7,1,1,9
2023,005076,061,11,06,010401,7,1,1,3
2023,005076,061,11,07,010401,7,1,2,2
2023,005076,065,11,01,010401,7,1,2,76
2023,005076,065,11,02,010401,7, , , 
2023,005076,067,11,01,010401,7,1,2,75
2023,005076,067,11,02,010401,7,1,1,45
2023,005076,067,11,03,010401,7,1,1,15
2023,005076,067,11,04,010401,7,1,1,12
2023,005076,067,11,05,010401,7,1,2,5
2023,005076,067,11,06,010401,7,1,1,21
2023,005089,009,11,01,010202,7,1,1,66
2023,005089,009,11,02,010202,7,1,2,59
2023,005089,009,11,03,010202,7,1,2,23
2023,005089,009,11,04,010202,7, , , 
2023,005089,011,11,01,010202,7,1,1,63
2023,005089,055,11,01,010202,7,1,2,66
2023,005089,055,11,02,010202,7,1,2,20
2023,005089,055,11,03,010202,7, , , 
2023,005089,057,11,01,010202,7,1,1,78
2023,005089,057,11,02,010202,7,1,2,76
2023,005089,057,11,03,010202,7, , , 
2023,005089,058,11,01,010202,7,1,2,76
2023,005089,058,11,02,010202,7, , , 
2023,005089,058,11,03,010202,7, , , 
2023,005089,058,11,04,010202,7, , , 
2023,005089,058,11,05,010202,7, , , 
2023,005089,058,11,06,010202,7, , , 
2023,005089,060,11,01,010202,7,1,1,59
2023,005089,060,11,02,010202,7,1,2,59
2023,005089,061,11,01,010202,7,1,1,57
2023,005089,061,11,02,010202,7,1,2,54
2023,005089,061,11,03,010202,7,1,1,14
2023,005089,061,11,04,010202,7, , , 
2023,005089,061,11,05,010202,7, , , 
2023,005089,061,11,06,010202,7, , , 
2023,005089,061,11,07,010202,7, , , 
2023,005089,061,11,08,010202,7, , , 
2023,005121,035,11,01,010705,7,1,1,41
2023,005121,035,11,02,010705,7,1,2,33
2023,005121,035,11,03,010705,7,1,1,15
2023,005121,035,11,04,010705,7,1,1,13
2023,005121,035,11,05,010705,7,1,2,11
2023,005121,035,11,06,010705,7,1,1,6
2023,005121,036,11,01,010705,7,1,2,75
2023,005121,036,11,02,010705,7,1,2,33
2023,005121,036,11,03,010705,7,1,1,21
2023,005121,037,11,01,010705,7,1,1,39
2023,005121,037,11,02,010705,7,1,2,18
2023,005121,037,11,03,010705,7,1,2,3
2023,005121,038,11,01,010705,7,1,1,41
2023,005121,038,11,02,010705,7,1,2,35
2023,005121,038,11,03,010705,7,1,2,16
2023,005121,038,11,04,010705,7,1,2,10
2023,005121,038,11,05,010705,7,1,2,1
2023,005121,115,11,01,010705,7,1,1,66
2023,005121,115,11,02,010705,7,1,2,71
2023,005121,115,11,03,010705,7,1,2,31
2023,005121,115,11,04,010705,7,1,2,0
2023,005121,115,11,05,010705,7,1,1,14
2023,005121,116,11,01,010705,7,1,1,42
2023,005121,116,11,02,010705,7,1,2,43
2023,005121,116,11,03,010705,7,1,1,20
2023,005121,116,11,04,010705,7,1,1,17
2023,005121,116,11,05,010705,7,1,1,15
2023,005121,116,11,06,010705,7,1,1,12
2023,005121,116,11,07,010705,7,1,1,8
2023,005121,116,11,08,010705,7,1,2,5
2023,005121,117,11,01,010705,7,1,1,40
2023,005121,117,11,02,010705,7,1,2,32
2023,005121,117,11,03,010705,7,1,1,11
2023,005121,117,11,04,010705,7,1,1,6
2023,005121,117,11,05,010705,7,1,1,2
2023,005121,118,11,01,010705,7,1,1,72
2023,005121,118,11,02,010705,7,1,1,15
2023,005135,002,11,01,010510,6,1,2,54
2023,005135,002,11,02,010510,6,1,1,21
2023,005135,002,11,03,010510,6,1,2,17
2023,005135,002,11,04,010510,6,1,2,15
2023,005135,002,11,05,010510,6, , , 
2023,005135,002,11,06,010510,6, , , 
2023,005135,030,11,01,010510,6,1,1,48
2023,005135,030,11,02,010510,6,1,2,42
2023,005135,030,11,03,010510,6,1,2,24
2023,005135,030,11,04,010510,6,1,2,2
2023,005135,048,11,01,010510,6,1,1,45
2023,005135,048,11,02,010510,6,1,2,39
2023,005135,048,11,03,010510,6,1,2,22
2023,005135,048,11,04,010510,6,1,2,11
2023,005135,048,11,05,010510,6,1,1,7
2023,005135,048,11,06,010510,6, , , 
2023,005135,058,11,01,010510,6,1,2,55
2023,005135,058,11,02,010510,6,1,1,19
2023,005135,082,11,01,010510,6,1,1,54
2023,005135,082,11,02,010510,6,1,2,55
2023,005135,082,11,03,010510,6,1,1,16
2023,005135,082,11,04,010510,6,1,1,13
2023,005135,082,11,05,010510,6,1,2,11
2023,005135,082,11,06,010510,6,2,1,22
2023,005135,082,11,07,010510,6,2,1,75
2023,005135,082,11,08,010510,6, , , 
2023,005135,096,11,01,010510,6,1,1,53
2023,005135,096,11,02,010510,6,1,2,49
2023,005135,096,11,03,010510,6,1,2,18
2023,005135,096,11,04,010510,6,1,1,10
2023,005135,096,11,05,010510,6, , , 
2023,005138,025,11,01,010513,7,1,1,61
2023,005138,025,11,02,010513,7,1,2,59
2023,005138,025,11,03,010513,7,1,1,15
2023,005138,025,11,04,010513,7,1,1,89
2023,005138,028,11,01,010513,7,1,1,63
2023,005138,028,11,02,010513,7,1,2,51
2023,005138,028,11,03,010513,7,1,1,15
2023,005138,028,11,04,010513,7,2,2,28
2023,005138,028,11,05,010513,7,2,1,28
2023,005138,028,11,06,010513,7,2,2,5
2023,005138,028,11,07,010513,7, , , 
2023,005138,028,11,08,010513,7, , , 
2023,005138,028,11,09,010513,7, , , 
2023,005138,111,11,01,010513,7,1,2,52
2023,005138,111,11,02,010513,7,1,2,14
2023,005138,111,11,03,010513,7,1,2,12
2023,005138,111,11,04,010513,7, , , 
2023,005138,118,11,01,010513,7,1,1,37
2023,005138,118,11,02,010513,7,1,2,27
2023,005138,118,11,03,010513,7,1,2,9
2023,005138,118,11,04,010513,7,1,1,2
2023,005138,119,11,01,010513,7,1,1,75
2023,005138,119,11,02,010513,7,1,2,68
2023,005138,119,11,03,010513,7,1,2,43
2023,005138,119,11,04,010513,7, , , 
2023,005138,120,11,01,010513,7,1,1,47
2023,005138,120,11,02,010513,7,1,2,50
2023,005138,120,11,03,010513,7,1,1,22
2023,005138,120,11,04,010513,7,1,1,19
2023,005138,120,11,05,010513,7,1,1,17
2023,005138,120,11,06,010513,7,1,1,14
2023,005138,120,11,07,010513,7,1,2,13
2023,005138,120,11,08,010513,7,1,1,10
2023,005138,121,11,01,010513,7,1,1,52
2023,005184,006,11,01,021801,2,1,2,57
2023,005184,006,11,02,021801,2,1,2,23
2023,005184,006,11,03,021801,2,1,2,2
2023,005184,019,11,01,021801,2,1,1,54
2023,005184,019,11,02,021801,2,1,2,53
2023,005184,019,11,03,021801,2, , , 
2023,005184,019,11,04,021801,2, , , 
2023,005184,019,11,05,021801,2, , , 
2023,005184,052,11,01,021801,2,1,1,72
2023,005184,052,11,02,021801,2,1,2,74
2023,005184,087,11,01,021801,2,1,1,49
2023,005184,098,11,01,021801,2,1,1,62
2023,005184,098,11,02,021801,2,1,2,62
2023,005186,006,11,01,021801,2,1,1,58
2023,005186,006,11,02,021801,2,1,2,59
2023,005186,006,11,03,021801,2,1,1,22
2023,005186,006,11,04,021801,2,1,1,17
2023,005186,029,11,01,021801,2,1,1,69
2023,005186,029,11,02,021801,2,1,2,65
2023,005186,040,11,01,021801,2,1,2,53
2023,005186,053,11,01,021801,2,1,2,59
2023,005186,053,11,02,021801,2,1,2,28
2023,005186,065,11,01,021801,2,1,1,67
2023,005186,065,11,02,021801,2,1,2,68
2023,005186,065,11,03,021801,2,1,2,39
2023,005186,065,11,04,021801,2,1,1,40
2023,005186,065,11,05,021801,2,1,2,10
2023,005186,065,11,06,021801,2,1,1,1
2023,005186,087,11,01,021801,2,1,2,71
2023,005186,087,11,02,021801,2,1,1,43
2023,005186,087,11,03,021801,2,1,1,55
2023,005186,087,11,04,021801,2,1,1,23
2023,005186,087,11,05,021801,2,1,2,46
2023,005186,087,11,06,021801,2,1,2,5
2023,005186,097,11,01,021801,2,1,2,59
2023,005186,097,11,02,021801,2,1,1,32
2023,005186,097,11,03,021801,2,1,1,23
2023,005186,097,11,04,021801,2,1,1,26
2023,005186,097,11,05,021801,2,2,1,4
2023,005186,109,11,01,021801,2,1,1,63
2023,005186,109,11,02,021801,2,1,2,60
2023,005186,109,11,03,021801,2,1,1,86
2023,005186,109,11,04,021801,2,1,2,96
2023,005190,037,11,01,021801,2,1,2,74
2023,005190,037,11,02,021801,2,1,1,40
2023,005190,037,11,03,021801,2,1,1,36
2023,005190,037,11,04,021801,2,1,1,34
2023,005190,055,11,01,021801,2,1,1,35
2023,005190,055,11,02,021801,2,1,2,37
2023,005190,055,11,03,021801,2,1,1,18
2023,005190,055,11,04,021801,2,1,2,11
2023,005190,055,11,05,021801,2,1,1,42
2023,005190,055,11,06,021801,2,1,2,41
2023,005190,055,11,07,021801,2,1,1,17
2023,005190,055,11,08,021801,2,1,2,12
2023,005190,055,11,09,021801,2,1,1,2
2023,005190,088,11,01,021801,2,1,2,60
2023,005190,088,11,02,021801,2,1,2,25
2023,005190,088,11,03,021801,2,2,1,69
2023,005190,124,13,01,021801,2,1,2,59
2023,005190,124,13,02,021801,2,1,1,29
2023,005190,124,23,01,021801,2,1,1,40
2023,005190,124,23,02,021801,2,1,2,37
2023,005190,124,23,03,021801,2,1,2,12
2023,005190,124,23,04,021801,2,1,1,11
2023,005190,124,33,01,021801,2,1,2,31
2023,005190,124,33,02,021801,2,1,1,34
2023,005190,124,33,03,021801,2,1,2,11
2023,005192,009,12,01,021801,2,1,2,63
2023,005192,009,12,02,021801,2,1,1,70
2023,005192,009,12,03,021801,2,1,1,40
2023,005192,009,12,04,021801,2,1,2,29
2023,005192,009,12,05,021801,2,1,1,86
2023,005192,009,22,01,021801,2,1,1,57
2023,005192,009,22,02,021801,2,1,2,50
2023,005192,009,22,03,021801,2, , , 
2023,005192,024,11,01,021801,2,1,1,55
2023,005192,024,11,02,021801,2,1,2,25
2023,005192,024,11,03,021801,2,1,2,22
2023,005192,024,11,04,021801,2,1,1,21
2023,005192,059,11,01,021801,2,1,2,45
2023,005192,059,11,02,021801,2,1,1,51
2023,005192,059,11,03,021801,2,1,2,83
2023,005192,072,11,01,021801,2,1,1,61
2023,005192,072,11,02,021801,2,1,2,61
2023,005192,072,11,03,021801,2,1,2,29
2023,005192,072,11,04,021801,2,1,2,40
2023,005192,072,11,05,021801,2,1,1,37
2023,005192,072,11,06,021801,2,1,1,9
2023,005192,072,11,07,021801,2,1,2,4
2023,005192,085,11,01,021801,2,1,2,77
2023,005192,085,11,02,021801,2,1,1,22
2023,005192,085,11,03,021801,2, , , 
2023,005192,085,11,04,021801,2, , , 
2023,005192,085,11,05,021801,2, , , 
2023,005192,101,11,01,021801,2,1,1,61
2023,005192,101,11,02,021801,2,1,2,60
2023,005192,101,11,03,021801,2,1,1,34
2023,005192,101,11,04,021801,2,1,2,26
2023,005192,101,11,05,021801,2,1,1,64
2023,005209,013,11,01,021809,2,1,2,75
2023,005209,013,11,02,021809,2,1,1,32
2023,005209,025,11,01,021809,2,1,1,64
2023,005209,025,11,02,021809,2,1,2,57
2023,005209,025,11,03,021809,2,1,2,30
2023,005209,038,11,01,021809,2,1,2,50
2023,005209,038,11,02,021809,2,1,2,13
2023,005209,038,11,03,021809,2,1,2,10
2023,005209,051,11,01,021809,2,1,1,56
2023,005209,051,11,02,021809,2,1,2,51
2023,005209,051,11,03,021809,2,1,2,15
2023,005209,063,11,01,021809,2,1,2,53
2023,005209,063,11,02,021809,2,1,1,23
2023,005209,063,11,03,021809,2, , , 
2023,005209,063,11,04,021809,2, , , 
2023,005209,063,11,05,021809,2, , , 
2023,005209,090,11,01,021809,2,1,1,52
2023,005209,090,11,02,021809,2,1,2,49
2023,005209,090,11,03,021809,2,1,1,23
2023,005209,090,11,04,021809,2,1,1,29
2023,005222,007,11,01,020801,4,1,2,62
2023,005222,007,11,02,020801,4,1,2,35
2023,005222,019,11,01,020801,4,1,1,55
2023,005222,019,11,02,020801,4,1,1,82
2023,005222,019,11,03,020801,4,1,2,77
2023,005222,019,11,04,020801,4,1,1,51
2023,005222,019,11,05,020801,4,2,1,53
2023,005222,038,11,01,020801,4,1,2,66
2023,005222,038,11,02,020801,4,1,1,40
2023,005222,038,11,03,020801,4,1,1,74
2023,005222,038,11,04,020801,4,2,2,42
2023,005222,038,11,05,020801,4,2,1,21
2023,005222,038,11,06,020801,4,2,1,14
2023,005222,038,11,07,020801,4, , , 
2023,005222,046,11,01,020801,4,1,2,80
2023,005222,046,11,02,020801,4,1,2,60
2023,005222,055,11,01,020801,4,1,1,45
2023,005222,055,11,02,020801,4,1,1,15
2023,005222,065,11,01,020801,4,1,1,52
2023,005222,065,11,02,020801,4,1,2,22
2023,005222,065,11,03,020801,4,1,1,43
2023,005231,055,11,01,021804,7,1,1,72
2023,005231,055,11,02,021804,7,1,2,70
2023,005231,141,11,01,021804,7,1,1,41
2023,005231,141,11,02,021804,7,1,2,43
2023,005231,141,11,03,021804,7,1,1,13
2023,005231,141,11,04,021804,7,1,1,6
2023,005231,145,11,01,021804,7,1,1,58
2023,005231,145,11,02,021804,7,1,2,63
2023,005231,145,11,03,021804,7,2,1,20
2023,005231,145,11,04,021804,7,2,2,32
2023,005231,150,11,01,021804,7,1,1,59
2023,005231,150,11,02,021804,7,1,2,61
2023,005231,150,11,03,021804,7, , , 
2023,005231,155,11,01,021804,7,1,1,34
2023,005231,155,11,02,021804,7, , , 
2023,005251,001,11,01,020105,3,1,2,87
2023,005251,001,11,02,020105,3,1,2,59
2023,005251,001,11,03,020105,3,2,1,58
2023,005251,018,11,01,020105,3,1,2,30
2023,005251,018,11,02,020105,3,1,2,13
2023,005251,018,11,03,020105,3,1,2,6
2023,005251,018,11,04,020105,3,1,2,4
2023,005251,048,11,01,020105,3,1,2,40
2023,005251,048,11,02,020105,3,1,2,10
2023,005251,048,11,03,020105,3,1,2,2
2023,005251,048,11,04,020105,3, , , 
2023,005251,064,11,01,020105,3,1,2,59
2023,005251,064,11,02,020105,3,1,1,31
2023,005251,064,11,03,020105,3,1,2,78
2023,005251,064,11,04,020105,3,1,1,52
2023,005251,064,11,05,020105,3,2,2,46
2023,005251,077,13,01,020105,3,1,2,63
2023,005251,077,13,02,020105,3, , , 
2023,005251,077,23,01,020105,3,1,1,43
2023,005251,077,23,02,020105,3,1,2,34
2023,005251,077,23,03,020105,3,1,1,16
2023,005251,077,23,04,020105,3,1,1,14
2023,005251,077,33,01,020105,3,1,1,31
2023,005251,077,33,02,020105,3,1,2,31
2023,005251,077,33,03,020105,3,1,1,10
2023,005251,077,33,04,020105,3,1,1,4
2023,005251,093,11,01,020105,3,1,1,72
2023,005251,093,11,02,020105,3,1,2,58
2023,005257,007,11,01,020101,3,1,1,81
2023,005257,007,11,02,020101,3,1,1,27
2023,005257,007,11,03,020101,3,1,1,27
2023,005257,007,11,04,020101,3,1,2,41
2023,005257,007,11,05,020101,3,1,1,8
2023,005257,029,11,01,020101,3,1,1,72
2023,005257,029,11,02,020101,3,1,2,69
2023,005257,039,11,01,020101,3,1,2,81
2023,005257,039,11,02,020101,3,1,2,58
2023,005257,050,11,01,020101,3,1,2,66
2023,005257,050,11,02,020101,3,1,2,24
2023,005257,050,11,03,020101,3,1,2,98
2023,005257,050,11,04,020101,3,1,1,69
2023,005257,050,11,05,020101,3,1,1,16
2023,005257,061,11,01,020101,3,1,1,55
2023,005257,061,11,02,020101,3,1,1,28
2023,005257,080,11,01,020101,3,1,2,61
2023,005257,080,11,02,020101,3,1,1,32
2023,005257,080,11,03,020101,3,1,1,30
2023,005263,010,11,01,020101,3,1,2,74
2023,005263,059,11,01,020101,3,1,1,58
2023,005263,059,11,02,020101,3,1,2,53
2023,005263,077,11,01,020101,3,1,1,37
2023,005263,077,11,02,020101,3,1,2,36
2023,005263,077,11,03,020101,3,1,1,15
2023,005263,077,11,04,020101,3,1,1,11
2023,005263,077,11,05,020101,3,1,1,3
2023,005263,077,11,06,020101,3, , , 
2023,005263,077,11,07,020101,3, , , 
2023,005263,108,11,01,020101,3,1,1,41
2023,005263,108,11,02,020101,3,1,2,19
2023,005263,108,11,03,020101,3,1,1,14
2023,005263,108,11,04,020101,3,1,2,10
2023,005263,121,11,01,020101,3,1,2,78
2023,005263,121,11,02,020101,3,1,2,25
2023,005276,006,11,01,020701,5,1,1,56
2023,005276,006,11,02,020701,5,1,2,52
2023,005276,006,11,03,020701,5,1,2,24
2023,005276,006,11,04,020701,5, , , 
2023,005276,006,11,05,020701,5, , , 
2023,005276,015,11,01,020701,5,1,1,43
2023,005276,015,11,02,020701,5,1,2,44
2023,005276,015,11,03,020701,5,1,1,15
2023,005276,015,11,04,020701,5,1,2,13
2023,005276,022,11,01,020701,5,1,1,64
2023,005276,032,11,01,020701,5,1,1,76
2023,005276,032,11,02,020701,5,1,2,69
2023,005276,039,11,01,020701,5,1,1,52
2023,005276,039,11,02,020701,5,1,2,47
2023,005276,039,11,03,020701,5, , , 
2023,005276,047,11,01,020701,5,1,1,46
2023,005276,047,11,02,020701,5,2,2,30
2023,005285,016,11,01,021209,7,1,2,90
2023,005285,016,11,02,021209,7,2,2,50
2023,005285,016,11,03,021209,7,2,2,10
2023,005285,017,11,01,021209,7,1,1,45
2023,005285,017,11,02,021209,7,1,2,65
2023,005285,051,11,01,021209,7,1,2,78
2023,005285,051,11,02,021209,7,1,1,47
2023,005285,052,11,01,021209,7,1,1,56
2023,005285,052,11,02,021209,7,1,2,57
2023,005285,052,11,03,021209,7,1,2,81
2023,005285,053,11,01,021209,7,1,2,68
2023,005285,053,11,02,021209,7,1,2,32
2023,005285,053,11,03,021209,7,1,1,28
2023,005285,053,11,04,021209,7,1,1,8
2023,005285,053,11,05,021209,7,1,2,3
2023,005285,053,11,06,021209,7,1,1,0
2023,005285,053,11,07,021209,7, , , 
2023,005285,054,11,01,021209,7,1,1,78
2023,005285,054,11,02,021209,7,1,2,74
2023,005285,055,11,01,021209,7,1,2,78
2023,005285,055,11,02,021209,7, , , 
2023,005285,055,11,03,021209,7, , , 
2023,005285,055,11,04,021209,7, , , 
2023,005285,058,11,01,021209,7,1,1,60
2023,005285,058,11,02,021209,7,1,2,56
2023,005297,009,11,01,021303,7,1,1,47
2023,005297,009,11,02,021303,7,1,2,43
2023,005297,009,11,03,021303,7,1,2,18
2023,005297,009,11,04,021303,7,1,2,14
2023,005297,009,11,05,021303,7,2,2,25
2023,005297,009,11,06,021303,7,2,1,26
2023,005297,009,11,07,021303,7,2,2,6
2023,005297,009,11,08,021303,7,2,2,4
2023,005297,010,11,01,021303,7,1,1,57
2023,005297,010,11,02,021303,7,1,2,64
2023,005297,010,11,03,021303,7,1,1,21
2023,005297,011,11,01,021303,7,1,1,41
2023,005297,011,11,02,021303,7,1,2,37
2023,005297,011,11,03,021303,7,1,1,17
2023,005297,011,11,04,021303,7,1,2,14
2023,005297,011,11,05,021303,7,1,2,12
2023,005297,011,11,06,021303,7,1,2,8
2023,005297,011,11,07,021303,7,1,1,2
2023,005297,012,11,01,021303,7,1,1,63
2023,005297,012,11,02,021303,7,1,2,53
2023,005297,012,11,03,021303,7,1,1,21
2023,005297,012,11,04,021303,7,1,2,18
2023,005297,012,11,05,021303,7,1,1,16
2023,005297,074,11,01,021303,7,1,1,45
2023,005297,074,11,02,021303,7,1,2,39
2023,005297,074,11,03,021303,7,1,2,17
2023,005297,074,11,04,021303,7,1,2,13
2023,005297,074,11,05,021303,7,1,2,7
2023,005297,074,11,06,021303,7,1,2,85
2023,005297,075,11,01,021303,7,1,1,58
2023,005297,075,11,02,021303,7,1,2,62
2023,005297,075,11,03,021303,7,1,1,22
2023,005297,076,11,01,021303,7,1,1,57
2023,005297,076,11,02,021303,7,1,2,57
2023,005297,079,11,01,021303,7,1,1,50
2023,005297,079,11,02,021303,7,1,2,42
2023,005297,079,11,03,021303,7,1,2,17
2023,005297,079,11,04,021303,7,1,1,14
2023,005297,079,11,05,021303,7,1,2,11
2023,005297,079,11,06,021303,7,1,2,24
2023,005297,079,11,07,021303,7,1,1,30
2023,005297,079,11,08,021303,7,1,1,7
2023,005297,079,11,09,021303,7,1,1,2
2023,005313,013,11,01,020108,7,1,2,48
2023,005313,013,11,02,020108,7,1,2,11
2023,005313,015,11,01,020108,7,1,2,98
2023,005313,015,11,02,020108,7,2,1,66
2023,005313,016,11,01,020108,7,1,2,82
2023,005313,016,11,02,020108,7,2,2,56
2023,005313,016,11,03,020108,7, , , 
2023,005313,016,11,04,020108,7, , , 
2023,005313,021,11,01,020108,7,1,1,41
2023,005313,021,11,02,020108,7,1,2,43
2023,005313,021,11,03,020108,7,1,1,20
2023,005313,021,11,04,020108,7,1,2,18
2023,005313,021,11,05,020108,7,1,2,5
2023,005313,021,11,06,020108,7,1,1,8
2023,005313,022,11,01,020108,7,1,1,68
2023,005313,022,11,02,020108,7,1,2,73
2023,005313,023,11,01,020108,7,1,1,43
2023,005313,023,11,02,020108,7,1,2,39
2023,005313,023,11,03,020108,7,1,2,19
2023,005313,023,11,04,020108,7,1,1,17
2023,005313,023,11,05,020108,7,1,2,10
2023,005313,023,11,06,020108,7,1,2,5
2023,005313,048,11,01,020108,7,1,1,62
2023,005313,048,11,02,020108,7,1,2,57
2023,005313,048,11,03,020108,7,1,1,15
2023,005321,033,11,01,020701,8,1,1,57
2023,005321,033,11,02,020701,8,1,2,54
2023,005321,043,11,01,020701,8,1,1,72
2023,005321,043,11,02,020701,8,1,2,58
2023,005321,179,11,01,020701,8,1,2,48
2023,005321,179,11,02,020701,8,1,2,17
2023,005321,180,11,01,020701,8,1,1,52
2023,005321,180,11,02,020701,8,1,2,57
2023,005321,180,11,03,020701,8, , , 
2023,005321,180,11,04,020701,8, , , 
2023,005321,195,11,01,020701,8,1,2,71
